Animal,Father,Mother,Line
10975919,Sire_018,Dam_018,Kibasira
10975861,Sire_019,Dam_019,Kibasira
10976366,Sire_019,Dam_019,Kibasira
10975742,Sire_019,Dam_019,Kibasira
10976470,Sire_019,Dam_019,Kibasira
10975664,Sire_019,Dam_019,Kibasira
10975358,Sire_019,Dam_019,Kibasira
10976337,Sire_019,Dam_019,Kibasira
10976356,Sire_019,Dam_019,Kibasira
10976515,Sire_019,Dam_019,Kibasira
10976194,Sire_019,Dam_019,Kibasira
10976655,Sire_019,Dam_019,Kibasira
10976084,Sire_019,Dam_019,Kibasira
10976302,Sire_019,Dam_019,Kibasira
10975310,Sire_019,Dam_019,Kibasira
10975795,Sire_019,Dam_019,Kibasira
10975882,Sire_019,Dam_019,Kibasira
10976297,Sire_019,Dam_019,Kibasira
10976034,Sire_019,Dam_019,Kibasira
10976310,Sire_019,Dam_019,Kibasira
10975896,Sire_019,Dam_019,Kibasira
10976423,Sire_019,Dam_019,Kibasira
10976172,Sire_019,Dam_019,Kibasira
10975676,Sire_019,Dam_019,Kibasira
10976562,Sire_019,Dam_019,Kibasira
10976052,Sire_019,Dam_019,Kibasira
10976419,Sire_019,Dam_019,Kibasira
10975954,Sire_019,Dam_019,Kibasira
10976162,Sire_019,Dam_019,Kibasira
10976105,Sire_019,Dam_019,Kibasira
10975687,Sire_019,Dam_019,Kibasira
10976407,Sire_020,Dam_020,Nyamisati
10976331,Sire_020,Dam_020,Nyamisati
10976330,Sire_020,Dam_020,Nyamisati
10976624,Sire_020,Dam_020,Nyamisati
10975643,Sire_020,Dam_020,Nyamisati
10976321,Sire_020,Dam_020,Nyamisati
10976111,Sire_020,Dam_020,Nyamisati
10975790,Sire_020,Dam_020,Nyamisati
10975755,Sire_020,Dam_020,Nyamisati
10975733,Sire_020,Dam_020,Nyamisati
10976402,Sire_020,Dam_020,Nyamisati
10977528,Sire_020,Dam_020,Nyamisati
10976286,Sire_020,Dam_020,Nyamisati
10976570,Sire_020,Dam_020,Nyamisati
10975667,Sire_020,Dam_020,Nyamisati
10976008,Sire_020,Dam_020,Nyamisati
10975756,Sire_020,Dam_020,Nyamisati
10976041,Sire_020,Dam_020,Nyamisati
10976024,Sire_020,Dam_020,Nyamisati
10975727,Sire_020,Dam_020,Nyamisati
10976516,Sire_020,Dam_020,Nyamisati
10976483,Sire_020,Dam_020,Nyamisati
10975773,Sire_020,Dam_020,Nyamisati
10975744,Sire_020,Dam_020,Nyamisati
10975745,Sire_020,Dam_020,Nyamisati
10976253,Sire_020,Dam_020,Nyamisati
10976343,Sire_020,Dam_020,Nyamisati
10976486,Sire_020,Dam_020,Nyamisati
10975784,Sire_020,Dam_020,Nyamisati
10975901,Sire_020,Dam_020,Nyamisati
10975836,Sire_021,Dam_021,Nyamisati
10975636,Sire_021,Dam_021,Nyamisati
10975635,Sire_021,Dam_021,Nyamisati
10976294,Sire_021,Dam_021,Nyamisati
10975827,Sire_021,Dam_021,Nyamisati
10976184,Sire_021,Dam_021,Nyamisati
10976462,Sire_021,Dam_021,Nyamisati
10976303,Sire_021,Dam_021,Nyamisati
10976198,Sire_021,Dam_021,Nyamisati
10976615,Sire_021,Dam_021,Nyamisati
10976474,Sire_021,Dam_021,Nyamisati
10976168,Sire_021,Dam_021,Nyamisati
10976130,Sire_021,Dam_021,Nyamisati
10976344,Sire_021,Dam_021,Nyamisati
10976049,Sire_021,Dam_021,Nyamisati
10976300,Sire_021,Dam_021,Nyamisati
10976230,Sire_021,Dam_021,Nyamisati
10975842,Sire_021,Dam_021,Nyamisati
10976190,Sire_021,Dam_021,Nyamisati
10976065,Sire_021,Dam_021,Nyamisati
10975873,Sire_021,Dam_021,Nyamisati
10976501,Sire_021,Dam_021,Nyamisati
10976197,Sire_021,Dam_021,Nyamisati
10975946,Sire_021,Dam_021,Nyamisati
10976091,Sire_021,Dam_021,Nyamisati
10976324,Sire_021,Dam_021,Nyamisati
10976109,Sire_021,Dam_021,Nyamisati
10976221,Sire_021,Dam_021,Nyamisati
10975802,Sire_021,Dam_021,Nyamisati
10976279,Sire_021,Dam_021,Nyamisati
10975903,Sire_022,Dam_022,Nyamisati
10976140,Sire_022,Dam_022,Nyamisati
10976149,Sire_022,Dam_022,Nyamisati
10976512,Sire_022,Dam_022,Nyamisati
10976521,Sire_022,Dam_022,Nyamisati
10975786,Sire_022,Dam_022,Nyamisati
10976805,Sire_022,Dam_022,Nyamisati
10976626,Sire_022,Dam_022,Nyamisati
10976605,Sire_022,Dam_022,Nyamisati
10976070,Sire_022,Dam_022,Nyamisati
10976101,Sire_022,Dam_022,Nyamisati
10975967,Sire_022,Dam_022,Nyamisati
10975824,Sire_022,Dam_022,Nyamisati
10976166,Sire_022,Dam_022,Nyamisati
10976401,Sire_022,Dam_022,Nyamisati
10975913,Sire_022,Dam_022,Nyamisati
10975813,Sire_022,Dam_022,Nyamisati
10976430,Sire_022,Dam_022,Nyamisati
10975876,Sire_022,Dam_022,Nyamisati
10976017,Sire_022,Dam_022,Nyamisati
10976348,Sire_022,Dam_022,Nyamisati
10976531,Sire_022,Dam_022,Nyamisati
10976004,Sire_022,Dam_022,Nyamisati
10976612,Sire_022,Dam_022,Nyamisati
10976426,Sire_022,Dam_022,Nyamisati
10975746,Sire_022,Dam_022,Nyamisati
10975690,Sire_022,Dam_022,Nyamisati
10975749,Sire_022,Dam_022,Nyamisati
10975671,Sire_022,Dam_022,Nyamisati
10976435,Sire_023,Dam_023,Nyamisati
10975666,Sire_023,Dam_023,Nyamisati
10976122,Sire_023,Dam_023,Nyamisati
10975845,Sire_023,Dam_023,Nyamisati
10976236,Sire_023,Dam_023,Nyamisati
10976040,Sire_023,Dam_023,Nyamisati
10976571,Sire_023,Dam_023,Nyamisati
10976552,Sire_023,Dam_023,Nyamisati
10975858,Sire_023,Dam_023,Nyamisati
10975692,Sire_023,Dam_023,Nyamisati
10975642,Sire_023,Dam_023,Nyamisati
10975797,Sire_023,Dam_023,Nyamisati
10975668,Sire_023,Dam_023,Nyamisati
10976054,Sire_023,Dam_023,Nyamisati
10976520,Sire_023,Dam_023,Nyamisati
10976134,Sire_023,Dam_023,Nyamisati
10976002,Sire_023,Dam_023,Nyamisati
10975663,Sire_023,Dam_023,Nyamisati
10975917,Sire_023,Dam_023,Nyamisati
10975648,Sire_023,Dam_023,Nyamisati
10975782,Sire_023,Dam_023,Nyamisati
10976263,Sire_023,Dam_023,Nyamisati
10976326,Sire_023,Dam_023,Nyamisati
10976488,Sire_023,Dam_023,Nyamisati
10976427,Sire_023,Dam_023,Nyamisati
10976360,Sire_023,Dam_023,Nyamisati
10976001,Sire_023,Dam_023,Nyamisati
10975920,Sire_023,Dam_023,Nyamisati
10975936,Sire_023,Dam_023,Nyamisati
10976476,Sire_023,Dam_023,Nyamisati
10975658,Sire_024,Dam_024,Bwawani
10976058,Sire_024,Dam_024,Bwawani
10976597,Sire_024,Dam_024,Bwawani
10976433,Sire_024,Dam_024,Bwawani
10975760,Sire_024,Dam_024,Bwawani
10976320,Sire_024,Dam_024,Bwawani
10976050,Sire_024,Dam_024,Bwawani
10976087,Sire_024,Dam_024,Bwawani
10976422,Sire_024,Dam_024,Bwawani
10975924,Sire_024,Dam_024,Bwawani
10976573,Sire_024,Dam_024,Bwawani
10976505,Sire_024,Dam_024,Bwawani
10975778,Sire_024,Dam_024,Bwawani
10975997,Sire_024,Dam_024,Bwawani
10975818,Sire_024,Dam_024,Bwawani
10976432,Sire_024,Dam_024,Bwawani
10976289,Sire_024,Dam_024,Bwawani
10976370,Sire_024,Dam_024,Bwawani
10975700,Sire_024,Dam_024,Bwawani
10976420,Sire_024,Dam_024,Bwawani
10976010,Sire_024,Dam_024,Bwawani
10975905,Sire_024,Dam_024,Bwawani
10976016,Sire_024,Dam_024,Bwawani
10976103,Sire_024,Dam_024,Bwawani
10976090,Sire_024,Dam_024,Bwawani
10976241,Sire_024,Dam_024,Bwawani
10975754,Sire_024,Dam_024,Bwawani
10976211,Sire_024,Dam_024,Bwawani
10976219,Sire_024,Dam_024,Bwawani
10976232,Sire_024,Dam_024,Bwawani
10976214,Sire_025,Dam_025,Bwawani
10976514,Sire_025,Dam_025,Bwawani
10975806,Sire_025,Dam_025,Bwawani
10976284,Sire_025,Dam_025,Bwawani
10976215,Sire_025,Dam_025,Bwawani
10976243,Sire_025,Dam_025,Bwawani
10976009,Sire_025,Dam_025,Bwawani
10976315,Sire_025,Dam_025,Bwawani
10976082,Sire_025,Dam_025,Bwawani
10975867,Sire_025,Dam_025,Bwawani
10975777,Sire_025,Dam_025,Bwawani
10975808,Sire_025,Dam_025,Bwawani
10976003,Sire_025,Dam_025,Bwawani
10976403,Sire_025,Dam_025,Bwawani
10976066,Sire_025,Dam_025,Bwawani
10976218,Sire_025,Dam_025,Bwawani
10975748,Sire_025,Dam_025,Bwawani
10976313,Sire_025,Dam_025,Bwawani
10976396,Sire_025,Dam_025,Bwawani
10975971,Sire_025,Dam_025,Bwawani
10976296,Sire_025,Dam_025,Bwawani
10976620,Sire_025,Dam_025,Bwawani
10975661,Sire_025,Dam_025,Bwawani
10975853,Sire_025,Dam_025,Bwawani
10976139,Sire_025,Dam_025,Bwawani
10975771,Sire_025,Dam_025,Bwawani
10975678,Sire_025,Dam_025,Bwawani
10976547,Sire_025,Dam_025,Bwawani
10975839,Sire_025,Dam_025,Bwawani
10976155,Sire_025,Dam_025,Bwawani
10978362,Sire_026,Dam_026,Bwawani
10978286,Sire_026,Dam_026,Bwawani
10978211,Sire_026,Dam_026,Bwawani
10978380,Sire_026,Dam_026,Bwawani
10977728,Sire_026,Dam_026,Bwawani
10977970,Sire_026,Dam_026,Bwawani
10978243,Sire_026,Dam_026,Bwawani
10978007,Sire_026,Dam_026,Bwawani
10978258,Sire_026,Dam_026,Bwawani
10978484,Sire_026,Dam_026,Bwawani
10978248,Sire_026,Dam_026,Bwawani
10978604,Sire_026,Dam_026,Bwawani
10978031,Sire_026,Dam_026,Bwawani
10977989,Sire_026,Dam_026,Bwawani
10977819,Sire_026,Dam_026,Bwawani
10978051,Sire_026,Dam_026,Bwawani
10977810,Sire_026,Dam_026,Bwawani
10977721,Sire_027,Dam_027,Bwawani
10978233,Sire_027,Dam_027,Bwawani
10977854,Sire_027,Dam_027,Bwawani
10978499,Sire_027,Dam_027,Bwawani
10978268,Sire_027,Dam_027,Bwawani
10977883,Sire_027,Dam_027,Bwawani
10978164,Sire_027,Dam_027,Bwawani
10978262,Sire_027,Dam_027,Bwawani
10977949,Sire_027,Dam_027,Bwawani
10977902,Sire_027,Dam_027,Bwawani
10978196,Sire_027,Dam_027,Bwawani
10978096,Sire_027,Dam_027,Bwawani
10978228,Sire_027,Dam_027,Bwawani
10978179,Sire_027,Dam_027,Bwawani
10977832,Sire_027,Dam_027,Bwawani
10977864,Sire_027,Dam_027,Bwawani
10977893,Sire_027,Dam_027,Bwawani
10977745,Sire_027,Dam_027,Bwawani
10977903,Sire_027,Dam_027,Bwawani
10977899,Sire_027,Dam_027,Bwawani
10978477,Sire_027,Dam_027,Bwawani
10978412,Sire_027,Dam_027,Bwawani
10977789,Sire_027,Dam_027,Bwawani
10978132,Sire_027,Dam_027,Bwawani
10978238,Sire_027,Dam_027,Bwawani
10977964,Sire_027,Dam_027,Bwawani
10977811,Sire_027,Dam_027,Bwawani
10977632,Sire_027,Dam_027,Bwawani
10977970,Sire_027,Dam_027,Bwawani
10977920,Sire_028,Dam_028,Kilola
10978585,Sire_028,Dam_028,Kilola
10977847,Sire_028,Dam_028,Kilola
10978147,Sire_028,Dam_028,Kilola
10977842,Sire_028,Dam_028,Kilola
10978455,Sire_028,Dam_028,Kilola
10978430,Sire_028,Dam_028,Kilola
10977981,Sire_028,Dam_028,Kilola
10978601,Sire_028,Dam_028,Kilola
10978551,Sire_028,Dam_028,Kilola
10978218,Sire_028,Dam_028,Kilola
10978398,Sire_028,Dam_028,Kilola
10978403,Sire_028,Dam_028,Kilola
10977824,Sire_028,Dam_028,Kilola
10977788,Sire_028,Dam_028,Kilola
10978419,Sire_028,Dam_028,Kilola
10978111,Sire_028,Dam_028,Kilola
10977725,Sire_028,Dam_028,Kilola
10978009,Sire_028,Dam_028,Kilola
10978155,Sire_028,Dam_028,Kilola
10977736,Sire_028,Dam_028,Kilola
10978425,Sire_028,Dam_028,Kilola
10978594,Sire_029,Dam_029,Kilola
10978536,Sire_029,Dam_029,Kilola
10978157,Sire_029,Dam_029,Kilola
10978129,Sire_029,Dam_029,Kilola
10978089,Sire_029,Dam_029,Kilola
10978260,Sire_029,Dam_029,Kilola
10978232,Sire_029,Dam_029,Kilola
10978623,Sire_029,Dam_029,Kilola
10978242,Sire_029,Dam_029,Kilola
10978606,Sire_029,Dam_029,Kilola
10978424,Sire_029,Dam_029,Kilola
10977684,Sire_029,Dam_029,Kilola
10977756,Sire_029,Dam_029,Kilola
10978559,Sire_029,Dam_029,Kilola
10978618,Sire_029,Dam_029,Kilola
10978622,Sire_029,Dam_029,Kilola
10978444,Sire_029,Dam_029,Kilola
10977846,Sire_029,Dam_029,Kilola
10977780,Sire_029,Dam_029,Kilola
10977742,Sire_029,Dam_029,Kilola
10978205,Sire_029,Dam_029,Kilola
10977858,Sire_030,Dam_030,Kilola
10978298,Sire_030,Dam_030,Kilola
10978236,Sire_030,Dam_030,Kilola
10978588,Sire_030,Dam_030,Kilola
10978474,Sire_030,Dam_030,Kilola
10977690,Sire_030,Dam_030,Kilola
10977826,Sire_030,Dam_030,Kilola
10978357,Sire_030,Dam_030,Kilola
10977679,Sire_030,Dam_030,Kilola
10978329,Sire_030,Dam_030,Kilola
10977695,Sire_030,Dam_030,Kilola
10977839,Sire_030,Dam_030,Kilola
10977813,Sire_030,Dam_030,Kilola
10978361,Sire_030,Dam_030,Kilola
10978420,Sire_030,Dam_030,Kilola
10978550,Sire_030,Dam_030,Kilola
10977904,Sire_030,Dam_030,Kilola
10978119,Sire_030,Dam_030,Kilola
10978301,Sire_030,Dam_030,Kilola
10977948,Sire_030,Dam_030,Kilola
10978467,Sire_030,Dam_030,Kilola
10978172,Sire_031,Dam_031,Kilola
10978072,Sire_031,Dam_031,Kilola
10978365,Sire_031,Dam_031,Kilola
10977639,Sire_031,Dam_031,Kilola
10978520,Sire_031,Dam_031,Kilola
10978131,Sire_031,Dam_031,Kilola
10978492,Sire_031,Dam_031,Kilola
10978311,Sire_031,Dam_031,Kilola
10978364,Sire_031,Dam_031,Kilola
10978053,Sire_031,Dam_031,Kilola
10978598,Sire_031,Dam_031,Kilola
10978475,Sire_031,Dam_031,Kilola
10978572,Sire_031,Dam_031,Kilola
10977892,Sire_031,Dam_031,Kilola
10973049,Sire_031,Dam_031,Kilola
10978134,Sire_031,Dam_031,Kilola
10978271,Sire_031,Dam_031,Kilola
10978085,Sire_031,Dam_031,Kilola
10978010,Sire_031,Dam_031,Kilola
10978283,Sire_031,Dam_031,Kilola
10977760,Sire_031,Dam_031,Kilola
10977829,Sire_031,Dam_031,Kilola
10978176,Sire_031,Dam_031,Kilola
10978195,Sire_031,Dam_031,Kilola
10978358,Sire_031,Dam_031,Kilola
10977767,Sire_031,Dam_031,Kilola
10978033,Sire_031,Dam_031,Kilola
10978491,Sire_031,Dam_031,Kilola
10978519,Sire_031,Dam_031,Kilola
10977723,Sire_031,Dam_031,Kilola
10978541,Sire_032,Dam_032,Ruaha
10977676,Sire_032,Dam_032,Ruaha
10978504,Sire_032,Dam_032,Ruaha
10978470,Sire_032,Dam_032,Ruaha
10977113,Sire_032,Dam_032,Ruaha
10978554,Sire_032,Dam_032,Ruaha
10977645,Sire_032,Dam_032,Ruaha
10978476,Sire_032,Dam_032,Ruaha
10978561,Sire_032,Dam_032,Ruaha
10977818,Sire_032,Dam_032,Ruaha
10978002,Sire_032,Dam_032,Ruaha
10977665,Sire_032,Dam_032,Ruaha
10978505,Sire_032,Dam_032,Ruaha
10973214,Sire_032,Dam_032,Ruaha
10977885,Sire_032,Dam_032,Ruaha
10978485,Sire_032,Dam_032,Ruaha
10977677,Sire_032,Dam_032,Ruaha
10978557,Sire_032,Dam_032,Ruaha
10977884,Sire_032,Dam_032,Ruaha
10978575,Sire_032,Dam_032,Ruaha
10978443,Sire_032,Dam_032,Ruaha
10978330,Sire_032,Dam_032,Ruaha
10978564,Sire_032,Dam_032,Ruaha
10973317,Sire_032,Dam_032,Ruaha
10977837,Sire_033,Dam_033,Ruaha
10978497,Sire_033,Dam_033,Ruaha
10978175,Sire_033,Dam_033,Ruaha
10978266,Sire_033,Dam_033,Ruaha
10978402,Sire_033,Dam_033,Ruaha
10978318,Sire_033,Dam_033,Ruaha
10978221,Sire_033,Dam_033,Ruaha
10978448,Sire_033,Dam_033,Ruaha
10977844,Sire_033,Dam_033,Ruaha
10978120,Sire_033,Dam_033,Ruaha
10978149,Sire_033,Dam_033,Ruaha
10978161,Sire_033,Dam_033,Ruaha
10978558,Sire_033,Dam_033,Ruaha
10978480,Sire_033,Dam_033,Ruaha
10977936,Sire_033,Dam_033,Ruaha
10973059,Sire_033,Dam_033,Ruaha
10977766,Sire_033,Dam_033,Ruaha
10977669,Sire_033,Dam_033,Ruaha
10977659,Sire_033,Dam_033,Ruaha
10973583,Sire_033,Dam_033,Ruaha
10978455,Sire_033,Dam_033,Ruaha
10978237,Sire_033,Dam_033,Ruaha
10977652,Sire_033,Dam_033,Ruaha
10978163,Sire_033,Dam_033,Ruaha
10977803,Sire_033,Dam_033,Ruaha
10978203,Sire_033,Dam_033,Ruaha
10978177,Sire_033,Dam_033,Ruaha
10978223,Sire_033,Dam_033,Ruaha
10978580,Sire_033,Dam_033,Ruaha
10977784,Sire_034,Dam_034,Ruaha
10978377,Sire_034,Dam_034,Ruaha
10977644,Sire_034,Dam_034,Ruaha
10978592,Sire_034,Dam_034,Ruaha
10978006,Sire_034,Dam_034,Ruaha
10978020,Sire_034,Dam_034,Ruaha
10978326,Sire_034,Dam_034,Ruaha
10978567,Sire_034,Dam_034,Ruaha
10978056,Sire_034,Dam_034,Ruaha
10978387,Sire_034,Dam_034,Ruaha
10977932,Sire_034,Dam_034,Ruaha
10978453,Sire_034,Dam_034,Ruaha
10978036,Sire_034,Dam_034,Ruaha
10978259,Sire_034,Dam_034,Ruaha
10978538,Sire_034,Dam_034,Ruaha
10978603,Sire_034,Dam_034,Ruaha
10977914,Sire_034,Dam_034,Ruaha
10978178,Sire_034,Dam_034,Ruaha
10978533,Sire_035,Dam_035,Ruaha
10978289,Sire_035,Dam_035,Ruaha
10977823,Sire_035,Dam_035,Ruaha
10977748,Sire_035,Dam_035,Ruaha
10978899,Sire_035,Dam_035,Ruaha
10977635,Sire_035,Dam_035,Ruaha
10978151,Sire_035,Dam_035,Ruaha
10977918,Sire_035,Dam_035,Ruaha
10977945,Sire_035,Dam_035,Ruaha
10978369,Sire_035,Dam_035,Ruaha
10978013,Sire_035,Dam_035,Ruaha
10978579,Sire_035,Dam_035,Ruaha
10977708,Sire_035,Dam_035,Ruaha
10977975,Sire_035,Dam_035,Ruaha
